Heading ,Detail,article link: https://en.wikipedia.org/wiki/Pakistan article name: Pakistan
"
The 1960s saw the emergence of an active space program led by SUPARCO that produced advances in domestic rocketry, electronics, and aeronomy. The space program recorded a few notable feats and achievements. The successful launch of its first rocket into space made Pakistan the first South Asian country to have achieved such a task.[415] Successfully producing and launching the nation's first space satellite in 1990, Pakistan became the first Muslim country and second South Asian country to put a satellite into space.[416]",,
"Pakistan witnessed a fourfold increase in its scientific productivity in the past decade surging from approximately 2,000 articles per year in 2006 to more than 9,000 articles in 2015. Making Pakistan's cited article's higher than the BRIC countries put together.
",,
"—Thomson Reuters's Another BRIC in the Wall 2016 report[417]
",,
"As an aftermath of the 1971 war with India, the clandestine crash program developed atomic weapons partly motivated by fear and to prevent any foreign intervention, while ushering in the atomic age in the post cold war era.[191] Competition with India and tensions eventually led to Pakistan's decision to conduct underground nuclear tests in 1998, thus becoming the seventh country in the world to successfully develop nuclear weapons.[418]
",,
"Pakistan is the first and only Muslim country that maintains an active research presence in Antarctica.[419] Since 1991 Pakistan has maintained two summer research stations and one weather observatory on the continent and plans to open another full-fledged permanent base in Antarctica.[420]
",,
"Energy consumption by computers and usage has grown since the 1990s when PCs were introduced; Pakistan has about 82 million Internet users and is ranked as one of the top countries that have registered a high growth rate in Internet penetration as of 2020[update].[342] Key publications have been produced by Pakistan, and domestic software development has gained considerable international praise.[421]
",,
"As of May 2020, Pakistan has about 82 million internet users, making it the 9th-largest population of Internet users in the world.[342][343] Since the 2000s Pakistan has made a significant amount of progress in supercomputing, and various institutions offer research opportunities in parallel computing. The Pakistan government reportedly spends ₨ 4.6 billion on information technology projects, with emphasis on e-government, human resources, and infrastructure development.[422]
",,
"The constitution of Pakistan requires the state to provide free primary and secondary education.[423]
",,
"At the time of the establishment of Pakistan as a state, the country had only one university, Punjab University in Lahore.[citation needed] Very soon the Pakistan government established public universities in each of the four provinces, including Sindh University (1949), Peshawar University (1950), Karachi University (1953), and Balochistan University (1970). Pakistan has a large network of both public and private universities, which includes collaboration between the universities aimed at providing research and higher education opportunities in the country, although there is concern about the low quality of teaching in many of the newer schools.[424] It is estimated that there are 3,193 technical and vocational institutions in Pakistan,[425] and there are also madrassahs that provide free Islamic education and offer free board and lodging to students, who come mainly from the poorer strata of society.[426] Strong public pressure and popular criticism over extremists' usage of madrassahs for recruitment, the Pakistan government has made repeated efforts to regulate and monitor the quality of education in the madrassahs.[427]
",,
"Education in Pakistan is divided into six main levels: nursery (preparatory classes); primary (grades one through five); middle (grades six through eight); matriculation (grades nine and ten, leading to the secondary certificate); intermediate (grades eleven and twelve, leading to a higher secondary certificate); and university programmes leading to graduate and postgraduate degrees.[425] There is a network of private schools that constitutes a parallel secondary education system based on a curriculum set and administered by the Cambridge International Examinations of the United Kingdom. Some students choose to take the O-level and A level exams conducted by the British Council.[428] According to the International Schools Consultancy, Pakistan has 439 international schools.[429]
",,
"As a result of initiatives taken in 2007, the English medium education has been made compulsory in all schools across the country.[430] In 2012, Malala Yousafzai, a campaigner for female education, was shot by a Taliban gunman in retaliation for her activism.[431] Yousafzai went on to become the youngest ever Nobel laureate for her global education-related advocacy.[432] Additional reforms enacted in 2013 required all educational institutions in Sindh to begin offering Chinese language courses, reflecting China's growing role as a superpower and its increasing influence in Pakistan.[433] The literacy rate of the population is 62.3% as of 2018. The rate of male literacy is 72.5% while the rate of female literacy is 51.8%.[434] Literacy rates vary by region and particularly by sex; as one example, in tribal areas female literacy is 9.5%,[435] while Azad Jammu & Kashmir has a literacy rate of 74%.[436] With the advent of computer literacy in 1995, the government launched a nationwide initiative in 1998 with the aim of eradicating illiteracy and providing a basic education to all children.[437] Through various educational reforms, by 2015 the Ministry of Education expected to attain 100% enrollment levels among children of primary school age and a literacy rate of ~86% among people aged over 10.[438] Pakistan is currently spending 2.3 percent of its GDP on education;[439] which according to the Institute of Social and Policy Sciences is one of the lowest in South Asia.[440]
",,
"Pakistan had a population of 241,492,197 or 241.49 Million according to the final results of the 2023 Census.[441][442][443] This figure includes Pakistan's four provinces e.g. Punjab, Sindh, KPK, Balochistan and Islamabad Capital Territory . AJK and Gilgit-Baltistan's census data is yet to be approved by CCI Council of Pakistan. Pakistan is the world's fifth most populous country.[444]
",,
"Between 1951 and 2017, Pakistan's population expanded over sixfold, going from 33.7 million to 207.7 million. The country has a relatively high, although declining, growth rate supported by high birth rates and low death rates. Between 1998 and 2017, the average annual population growth rate stood at +2.40%.
",,
"Dramatic social changes have led to urbanization and the emergence of two megacities: Karachi and Lahore. The country's urban population more than tripled between 1981 and 2017 (from 23.8 million to 75.7 million), as Pakistan's urbanisation rate rose from 28.2% to 36.4%. Even with this, the nation's urbanisation rate remains one of the lowest in the world, and in 2017, over 130 million Pakistanis (making up nearly 65% of the population) lived in rural areas.
",,
"Due to a high fertility rate, which was estimated at 3.5 in 2022, Pakistan has one of the world's youngest populations. The 2017 census recorded that 40.3% of the country's population was under the age of 15, while only 3.7% of Pakistanis were aged 65 or more.[445] The median age of the country was 19,[445] while its sex ratio was recorded to be 105 males per 100 females.[441]
",,
"Pakistan is a multicultural, multi-linguistic, and multiethnic society. Despite Urdu being Pakistan's lingua franca, estimates on how many languages are spoken in the country range from 75 to 85,[451][452] Urdu—the lingua franca and a symbol of Muslim identity and national unity—is the national language and understood by over 75% of Pakistanis. It is the main medium of communication in the country, but the primary language of only 7% of the population.[453][454] Urdu and English are the official languages of Pakistan. English is primarily used in official business and government, and in legal contracts;[157] the local variety is known as Pakistani English. The enforcement of Urdu to the exclusion of other majority languages has been criticised.[455]
",,
"According to the 2017 national census of Pakistan, on the basis of languages, the country's largest ethnolinguistic groups were the Punjabis (making up 38.8% of the total population), the Pashtuns (18.2%), Sindhis (14.6%), Saraikis (12.19%), Muhajirs (7.08%), and the Balochs (3.02%).[450][456] The remaining population consist of a number of ethnic minorities such as the Brahuis,[457][458] the Hindkowans, the various peoples of Gilgit-Baltistan, the Kashmiris, the Sheedis (who are of African descent),[459] and the Hazaras.[460] There are also scattered speakers of Gujarati in Karachi.[461]
",,
"There is also a large Pakistani diaspora worldwide, numbering over seven million,[462] which has been recorded as the sixth largest diaspora in the world.[463]
",,
"Even after partition in 1947, Indian Muslims continued to migrate to Pakistan throughout the 1950s and 1960s, and these migrants settled mainly in Karachi and other towns of Sindh province.[465] The wars in neighboring Afghanistan during the 1980s and 1990s also forced millions of Afghan refugees into Pakistan. The Pakistan census excludes the 1.41 million registered refugees from Afghanistan,[466] who are found mainly in the Khyber-Pakhtunkhwa and tribal belt, with small numbers residing in Karachi and Quetta. Pakistan is home to one of the world's largest refugee populations.[467] In addition to Afghans, around 2 million Bangladeshis and half a million other undocumented people live in Pakistan. They are claimed to be from other areas such as Myanmar, Iran, Iraq, and Africa.[468] In October 2023, the Pakistani government ordered the expulsion of Afghans from Pakistan.[469]
",,
"Experts say that the migration of both Bengalis and Burmese (Rohingya) to Pakistan started in the 1980s and continued until 1998. Shaikh Muhammad Feroze, the chairman of the Pakistani Bengali Action Committee, claims that there are 200 settlements of Bengali-speaking people in Pakistan, of which 132 are in Karachi. They are also found in various other areas of Pakistan such as Thatta, Badin, Hyderabad, Tando Adam, and Lahore.[470] Large-scale Rohingya migration to Karachi made that city one of the largest population centres of Rohingyas in the world after Myanmar.[471] The Burmese community of Karachi is spread out over 60 of the city's slums such as the Burmi Colony in Korangi, Arakanabad, Machchar colony, Bilal colony, Ziaul Haq Colony, and Godhra Camp.[472]
",,
"Thousands of Uyghur Muslims have also migrated to the Gilgit-Baltistan region of Pakistan, fleeing religious and cultural persecution in Xinjiang, China.[473] Since 1989 thousands of Kashmiri Muslim refugees have sought refuge in Pakistan, complaining that many of the refugee women had been raped by Indian soldiers and that they were forced out of their homes by the soldiers.[474]
",,
"Since achieving independence as a result of the partition of India, the urbanisation has increased exponentially, with several different causes. The majority of the population in the south resides along the Indus River, with Karachi the most populous commercial city.[475] In the east, west, and north, most of the population lives in an arc formed by the cities of Lahore, Faisalabad, Rawalpindi, Islamabad, Sargodha, Gujranwala, Sialkot, Gujrat, Jhelum, Sheikhupura, Nowshera, Mardan, and Peshawar. During the period 1990–2008, city dwellers made up 36% of Pakistan's population, making it the most urbanised nation in South Asia. Furthermore, more than 50% of Pakistanis live in towns of 5,000 people or more.[476] Immigration, from both within and outside the country, is regarded as one of the main factors contributing to urbanisation in Pakistan. One analysis of the 1998 national census highlighted the significance of the partition of India in the 1940s as it relates to urban change in Pakistan.[477]
During and after the independence period, Urdu speaking Muslims from India migrated in large numbers to Pakistan, especially to the port city of Karachi, which is today the largest metropolis in Pakistan. Migration from other countries, mainly from those nearby, has further accelerated the process of urbanisation in Pakistani cities. Inevitably, the rapid urbanisation caused by these large population movements has also created new political and socio-economic challenges. In addition to immigration, economic trends such as the green revolution and political developments, among a host of other factors, are also important causes of urbanisation.[477]
",,
"Islam is the state religion of Pakistan.[483] Freedom of religion is guaranteed by the constitution, which provides all its citizens the right to profess, practice and propagate their religion subject to law, public order, and morality.[484]
",,
"The majority of Pakistanis are Muslims (96.47%) followed by Hindus (2.14%) and Christians (1.27%). There are also smaller minorities who adhere to Sikhism, Buddhism, Jainism and Zoroastrianism (Parsi). The Kalash people maintain a unique identity and religion within Pakistan, practicing a form of animism and ancestor worship.[485]
",,
"Hinduism is mostly associated with Sindhis, and Pakistan hosts major events such as the Hinglaj Yatra pilgrimage. Hindu temples may be found throughout Sindh, where the dharma features prominently. Many Hindus in Pakistan complain about the prospect of religious violence against them and being treated like second-class citizens, and many have emigrated to India or further abroad.[486]
",,
"In addition, some Pakistanis also do not profess any faith (such as atheists and agnostics) in Pakistan. According to the 1998 census, people who did not state their religion accounted for 0.5% of the population.
",,
"Islam is the dominant religion.[487] About 96.47% of Pakistanis are Muslim, according to the 2017 Census.[453] Pakistan has the second-largest number of Muslims in the world after Indonesia.[488] and home for (10.5%) of the world's Muslim population.[489] The majority of them are Sunni and mostly follow Sufism (estimated between 75 and 95%)[490][491] while Shias represent between 5–25%.[490][157][492] In 2019, the Shia population in Pakistan was estimated to be 42 million out of total population of 210 million.[493] Pakistan also has the largest Muslim city in the world (Karachi).[494]
",,
"The Ahmadis, a small minority representing 0.22–2% of Pakistan's population,[495] are officially considered non-Muslims by virtue of the constitutional amendment.[496] The Ahmadis are particularly persecuted, especially since 1974 when they were banned from calling themselves Muslims. In 1984, Ahmadiyya places of worship were banned from being called ""mosques"".[497] As of 2012[update], 12% of Pakistani Muslims self-identify as non-denominational Muslims.[498] There are also several Quraniyoon communities.[499] They are mainly concentratd in the Lalian Tehsil, Chiniot District, where approximately 13% of the population.[500]
",,
"Sufism, a mystical Islamic tradition, has a long history and a large following among the Sunni Muslims in Pakistan, at both the academic and popular levels. Popular Sufi culture is centered around gatherings and celebrations at the shrines of saints and annual festivals that feature Sufi music and dance. Two Sufis whose shrines receive much national attention are Ali Hajweri in Lahore (c. 12th century)[501] and Shahbaz Qalander in Sehwan, Sindh (c. 12th century).[502]
",,
"There are two levels of Sufism in Pakistan. The first is the 'populist' Sufism of the rural population. This level of Sufism involves belief in intercession through saints, veneration of their shrines, and forming bonds (Mureed) with a pir (saint). Many rural Pakistani Muslims associate with pirs and seek their intercession.[503] The second level of Sufism in Pakistan is 'intellectual Sufism', which is growing among the urban and educated population. They are influenced by the writings of Sufis such as the medieval theologian al-Ghazali, the Sufi reformer Shaykh Aḥmad Sirhindi, and Shah Wali Allah.[504] Contemporary Islamic fundamentalists criticise Sufism's popular character, which in their view does not accurately reflect the teachings and practice of Muhammad and his companions.[505]
",,
"Hinduism is the second-largest religion in Pakistan after Islam and is followed by 2.14% of the population according to the 2017 census.[506][507] According to the 2010 Pew report, Pakistan had the fifth-largest Hindu population in the world.[508] In the 2017 census, the Hindu population was found to be 4,444,437.[509] Hindus are found in all provinces of Pakistan but are mostly concentrated in Sindh, where they account for 8.73% of the population.[506] Umerkot district (52.15%) is the only Hindu majority district in Pakistan. Tharparkar district has the highest population of Hindus in terms of absolute terms. Four districts in Sindh – Umerkot, Tharparkar, Mirpurkhas and Sanghar hosts more than half of the Hindu population in Pakistan.[500]
",,
"
At the time of Pakistan's creation, the 'hostage theory' gained currency. According to this theory, the Hindu minority in Pakistan was to be given a fair deal in Pakistan in order to ensure the protection of the Muslim minority in India.[510] However, Khawaja Nazimuddin, the second Prime Minister of Pakistan, stated:",,
"I do not agree that religion is a private affair of the individual nor do I agree that in an Islamic state every citizen has identical rights, no matter what his caste, creed or faith be.[511]",,
" Some Hindus in Pakistan feel that they are treated as second-class citizens and many have continued to migrate to India.[486] Pakistani Hindus faced riots after the Babri Masjid demolition[512] and have experienced other attacks, forced conversions, and abductions.[513]
",,
"Christians formed the next largest religious minority after Hindus, with 1.27% of the population following it.[453] The highest concentration of Christians in Pakistan is in Lahore District (5%) in Punjab province and in Islamabad Capital Territory (over 4% Christian). There is a Roman Catholic community in Karachi that was established by Goan and Tamil migrants when Karachi's infrastructure was being developed by the British during the colonial administration between World War I and World War II.[500]
",,
"After Christianity, the largest religion is the Bahá'í Faith, which had a following of 30,000 in 2008, followed by Sikhism, Buddhism, and Zoroastrianism, each claiming roughly 20,000 adherents in 2008,[514] and a very small community of Jains.
",,
"One of percent of the population identified as atheist in 2005. However, the figure rose to 2.0% in 2012 according to Gallup.[515]
",,
"Civil society in Pakistan is largely hierarchical, emphasising local cultural etiquette and traditional Islamic values that govern personal and political life. The basic family unit is the extended family,[516] although for socio-economic reasons there has been a growing trend towards nuclear families.[517] The traditional dress for both men and women is the Shalwar Kameez; trousers, jeans, and shirts are also popular among men.[518] In recent decades, the middle class has increased to around 35 million and the upper and upper-middle classes to around 17 million, and power is shifting from rural landowners to the urbanised elites.[519] Pakistani festivals, including Eid-ul-Fitr, Eid-ul-Azha, Ramazan, Christmas, Easter, Holi, and Diwali, are mostly religious in origin.[516] Increasing globalisation has resulted in Pakistan ranking 56th on the A.T. Kearney/FP Globalization Index.[520]
",,
"The Shalwar Kameez is the national dress of Pakistan and is worn by both men and women in all four provinces: Punjab, Sindh, Balochistan, and Khyber-Pakhtunkhwa, and Azad Kashmir. Each province has its own style of Shalwar Kameez. Pakistanis wear clothes in a range of exquisite colours and designs and in type of fabric (silk, chiffon, cotton, etc.). Besides the national dress, domestically tailored suits and neckties are often worn by men, and are customary in offices, schools, and social gatherings.[521]
",,
"The fashion industry has flourished in the changing environment of the fashion world. Since Pakistan came into being, its fashion has evolved in different phases and developed a unique identity. Today, Pakistani fashion is a combination of traditional and modern dress and has become a mark of Pakistani culture. Despite modern trends, regional and traditional forms of dress have developed their own significance as a symbol of native tradition. This regional fashion continues to evolve into both more modern and purer forms. The Pakistan Fashion Design Council based in Lahore organizes PFDC Fashion Week and the Fashion Pakistan Council based in Karachi organizes Fashion Pakistan Week. Pakistan's first fashion week was held in November 2009.[522]
",,
"The private print media, state-owned Pakistan Television Corporation (PTV), and Pakistan Broadcasting Corporation (PBC) for radio were the dominant media outlets until the beginning of the 21st century. Pakistan now has a large network of domestic, privately owned 24-hour news media and television channels.[523] A 2021 report by the Reporters Without Borders ranked Pakistan 157th among 180 nations on the Press Freedom Index, it is reported multiple times that Pakistani reporters remains in pressure and threat if reported against army, government.[524] The BBC terms the Pakistani media ""among the most outspoken in South Asia"".[525] Pakistani media has also played a vital role in exposing corruption.[526]
",,
"The Lollywood, Punjabi and Pashto film industry is based in Karachi, Lahore and Peshawar. While Bollywood films were banned from public cinemas from 1965 until 2008, they had remained an important part of popular culture.[527] In 2019, the screening of Bollywood movies was again faced with an indefinite ban.[528] In contrast to the ailing Pakistani film industry, Urdu televised dramas and theatrical performances continue to be popular, as many entertainment media outlets air them regularly.[529] Urdu dramas dominate the television entertainment industry, which has launched critically acclaimed miniseries and featured popular actors and actresses since the 1990s.[530] In the 1960s–1970s, pop music and disco (1970s) dominated the country's music industry. In the 1980s–1990s, British influenced rock music appeared and jolted the country's entertainment industry.[531] In the 2000s, heavy metal music gained popular and critical acclaim.[532]
",,
"Pakistani music ranges from diverse forms of provincial folk music and traditional styles such as Qawwali and Ghazal Gayaki to modern musical forms that fuse traditional and western music.[533] Pakistan has many famous folk singers. The arrival of Afghan refugees in the western provinces has stimulated interest in Pashto music, although there has been intolerance of it in some places.[534]
",,
"According to the UN Department of Economic and Social Affairs, Pakistan has the sixth-largest diaspora in the world.[463] Statistics gathered by the Pakistani government show that there are around 7 million Pakistanis residing abroad, with the vast majority living in the Middle East, Europe, and North America.[535] Pakistan ranks 10th in the world for remittances sent home.[323][536] The largest inflow of remittances, as of 2016[update], is from Saudi Arabia, amounting to $5.9 billion.[537] The term Overseas Pakistani is officially recognised by the Government of Pakistan. The Ministry of Overseas Pakistanis was established in 2008 to deal exclusively with all matters of overseas Pakistanis such as attending to their needs and problems, developing projects for their welfare, and working for resolution of their problems and issues. Overseas Pakistanis are the second-largest source of foreign exchange remittances to Pakistan after exports. Over the last several years, home remittances have maintained a steadily rising trend, with a more than 100% increase from US$8.9 billion in 2009–10 to US$19.9 billion in 2015–16.[322][536]
",,
"The Overseas Pakistani Division (OPD) was created in September 2004 within the Ministry of Labour (MoL). It has since recognised the importance of overseas Pakistanis and their contribution to the nation's economy. Together with Community Welfare Attaches (CWAs) and the Overseas Pakistanis Foundation (OPF), the OPD is making efforts to improve the welfare of Pakistanis who reside abroad. The division aims to provide better services through improved facilities at airports, and suitable schemes for housing, education, and health care. It also facilitates the reintegration into society of returning overseas Pakistanis. Notable members of the Pakistani diaspora include the London Mayor Sadiq Khan, the UK cabinet member Sajid Javid, the former UK Conservative Party chair Baroness Warsi, the singers Zayn Malik and Nadia Ali, MIT physics Professor Nergis Mavalvala, the actors Riz Ahmed and Kumail Nanjiani, the businessmen Shahid Khan and Sir Anwar Pervez, Boston University professors Adil Najam and Hamid Nawab, Texas A&M professor Muhammad Suhail Zubairy, Yale professor Sara Suleri, UC San Diego professor Farooq Azam and the historian Ayesha Jalal.
",,
"Pakistan has literature in Urdu, Sindhi, Punjabi, Pashto, Baluchi, Persian, English, and many other languages.[538] The Pakistan Academy of Letters is a large literary community that promotes literature and poetry in Pakistan and abroad.[539] The National Library publishes and promotes literature in the country. Before the 19th century, Pakistani literature consisted mainly of lyric and religious poetry and mystical and folkloric works. During the colonial period, native literary figures were influenced by western literary realism and took up increasingly varied topics and narrative forms. Prose fiction is now very popular.[540][541]
",,
"The national poet of Pakistan, Muhammad Iqbal, wrote poetry in Urdu and Persian. He was a strong proponent of the political and spiritual revival of Islamic civilisation and encouraged Muslims all over the world to bring about a successful revolution.[clarification needed][542] Well-known figures in contemporary Pakistani Urdu literature include Josh Malihabadi Faiz Ahmed Faiz and Saadat Hasan Manto. Sadequain and Gulgee are known for their calligraphy and paintings.[541] The Sufi poets Shah Abdul Latif, Bulleh Shah, Mian Muhammad Bakhsh, and Khawaja Farid enjoy considerable popularity in Pakistan.[543] Mirza Kalich Beg has been termed the father of modern Sindhi prose.[544] Historically, philosophical development in the country was dominated by Muhammad Iqbal, Sir Syed Ahmad Khan, Muhammad Asad, Maududi, and Mohammad Ali Johar.[545]
",,
"Ideas from British and American philosophy greatly shaped philosophical development in Pakistan. Analysts such as M. M. Sharif and Zafar Hassan established the first major Pakistani philosophical movement in 1947.[clarification needed][546] After the 1971 war, philosophers such as Jalaludin Abdur Rahim, Gianchandani, and Malik Khalid incorporated Marxism into Pakistan's philosophical thinking. Influential work by Manzoor Ahmad, Jon Elia, Hasan Askari Rizvi, and Abdul Khaliq brought mainstream social, political, and analytical philosophy to the fore in academia.[547] Works by Noam Chomsky have influenced philosophical ideas in various fields of social and political philosophy.[548]
",,
"Four periods are recognised in Pakistani architecture: pre-Islamic, Islamic, colonial, and post-colonial. With the beginning of the Indus civilization around the middle of the 3rd millennium BCE,[550] an advanced urban culture developed for the first time in the region, with large buildings, some of which survive to this day.[551] Mohenjo Daro, Harappa, and Kot Diji are among the pre-Islamic settlements that are now tourist attractions.[164] The rise of Buddhism and the influence of Greek civilisation led to the development of a Greco-Buddhist style,[552] starting from the 1st century CE. The high point of this era was the Gandhara style. An example of Buddhist architecture is the ruins of the Buddhist monastery Takht-i-Bahi in Khyber-Pakhtunkhwa.[553]
",,
"The arrival of Islam in what is today Pakistan meant the sudden end of Buddhist architecture in the area and a smooth transition to the predominantly pictureless Islamic architecture. The most important Indo-Islamic-style building still standing is the tomb of the Shah Rukn-i-Alam in Multan. During the Mughal era, design elements of Persian-Islamic architecture were fused with and often produced playful forms of Hindustani art. Lahore, as the occasional residence of Mughal rulers, contains many important buildings from the empire. Most prominent among them are the Badshahi Mosque, the fortress of Lahore with the famous Alamgiri Gate, the colourful, Mughal-style Wazir Khan Mosque,[554] the Shalimar Gardens in Lahore, and the Shahjahan Mosque in Thatta. In the British colonial period, predominantly functional buildings of the Indo-European representative style developed from a mixture of European and Indian-Islamic components. Post-colonial national identity is expressed in modern structures such as the Faisal Mosque, the Minar-e-Pakistan, and the Mazar-e-Quaid. Several examples of architectural infrastructure demonstrating the influence of British design can be found in Lahore, Peshawar, and Karachi.[555]
",,
"Pakistani cuisine is similar to that of other regions of South Asia, with some of it being originated from the royal kitchens of 16th-century Mughal emperors.[557] Most of those dishes have their roots in British, Indian, Central Asian and Middle Eastern cuisine.[558] Unlike Middle Eastern cuisine, Pakistani cooking uses large quantities of spices, herbs, and seasoning. Garlic, ginger, turmeric, red chili, and garam masala are used in most dishes, and home cooking regularly includes curry, roti, a thin flatbread made from wheat, is a staple food, usually served with curry, meat, vegetables, and lentils. Rice is also common; it is served plain, fried with spices, and in sweet dishes.[160][559]
",,
"Lassi is a traditional drink in the Punjab region. Black tea with milk and sugar is popular throughout Pakistan and is consumed daily by most of the population.[518][560] Sohan halwa is a popular sweet dish from the southern region of Punjab province and is enjoyed all over Pakistan.[561]
",,
"Most sports played in Pakistan originated and were substantially developed by athletes and sports fans from the United Kingdom who introduced them during the British Raj. Field hockey is the national sport of Pakistan; it has won three gold medals in the Olympic Games held in 1960, 1968, and 1984.[562] Pakistan has also won the Hockey World Cup a record four times, held in 1971, 1978, 1982, and 1994.[563]
",,
"Cricket, however, is the most popular game across the country.[564] The country has had an array of success in the sport over the years, and has the distinct achievement of having won each of the major ICC international cricket tournaments: ICC Cricket World Cup, ICC World Twenty20, and ICC Champions Trophy;[565] as well as the ICC Test Championship.[566] The cricket team (known as Shaheens) won the Cricket World Cup held in 1992; it was runner-up once, in 1999. Pakistan was runner-up in the inaugural World Twenty20 (2007) in South Africa and won the 2009 World Twenty20 in England. In March 2009, militants attacked the touring Sri Lankan cricket team,[567] after which no international cricket was played in Pakistan until May 2015, when the Zimbabwean team agreed to a tour. Pakistan also won the 2017 ICC Champions Trophy by defeating arch-rivals India in the final.
",,
"Pakistan Super League is one of the largest cricket leagues of the world with a brand value of about Rs. 32.26 billion (US$110 million).[568]
",,
"Association football is the second-most played sports in Pakistan, and is organised and regulated by the Pakistan Football Federation.[569] Football in Pakistan is as old as the country itself. Shortly after the creation of Pakistan in 1947, the Pakistan Football Federation (PFF) was created, and Muhammad Ali Jinnah became its first Patron-in-Chief.[570] The highest football division in Pakistan is the Pakistan Premier League.[571] Pakistan is known as one of the best manufactures of the official FIFA World Cup ball.[572][573]
",,
"Pakistan has hosted or co-hosted several international sporting events: the 1989 and 2004 South Asian Games; the 1984, 1993, 1996 and 2003 World Squash Championships;[574] the 1987 and 1996 Cricket World Cup;[575][576] and the 1990 Hockey World Cup.[577] Pakistan is set to host the 2023 South Asian Games,[578] the 2023 Asia Cup,[579] and the 2025 ICC Champions Trophy.[580]
",,
"There are also some traditional Pakistani games that are commonly played, with kabaddi being foremost among them.[581]
",,
"30°N 70°E﻿ / ﻿30°N 70°E﻿ / 30; 70
",,
