Heading,Detail,,article link: https://en.wikipedia.org/wiki/Joseph_Stalin
"In 1944, the Soviet Union made significant advances across Eastern Europe toward Germany,[534] including Operation Bagration, a massive offensive in the Byelorussian SSR against the German Army Group Centre.[535] In 1944, the German armies were pushed out of the Baltic states (with the exception of the Ostland), which were then re-annexed into the Soviet Union.[536] As the Red Army reconquered the Caucasus and Crimea, various ethnic groups living in the region—the Kalmyks, Chechens, Ingushi, Karachai, Balkars, and Crimean Tatars—were accused of having collaborated with the Germans. Using the idea of collective responsibility as a basis, Stalin's government abolished their autonomous republics and between late 1943 and 1944 deported the majority of their populations to Central Asia and Siberia.[537] Over one million people were deported as a result of the policy.[538]
",,,
"In February 1945, the three leaders met at the Yalta Conference.[539] Roosevelt and Churchill conceded to Stalin's demand that Germany pay the Soviet Union 20 billion dollars in reparations, and that his country be permitted to annex Sakhalin and the Kuril Islands in exchange for entering the war against Japan.[540] An agreement was also made that a post-war Polish government should be a coalition consisting of both communist and conservative elements.[541] Privately, Stalin sought to ensure that Poland would come fully under Soviet influence.[542] The Red Army withheld assistance to Polish resistance fighters battling the Germans in the Warsaw Uprising, with Stalin believing that any victorious Polish militants could interfere with his aspirations to dominate Poland through a future Marxist government.[543] Although concealing his desires from the other Allied leaders, Stalin placed great emphasis on capturing Berlin first, believing that this would enable him to bring more of Europe under long-term Soviet control. Churchill was concerned that this was the case and unsuccessfully tried to convince the U.S. that the Western Allies should pursue the same goal.[544]
",,,
"In April 1945, the Red Army seized Berlin, Hitler committed suicide, and Germany surrendered in May.[545] Stalin had wanted Hitler captured alive; he had his remains brought to Moscow to prevent them becoming a relic for Nazi sympathisers.[546] Many Soviet soldiers engaged in looting, pillaging, and rape, both in Germany and parts of Eastern Europe.[547] Stalin refused to punish the offenders.[544]
",,,
"With Germany defeated, Stalin switched focus to the war with Japan, transferring half a million troops to the Far East.[548] Stalin was pressed by his allies to enter the war and wanted to cement the Soviet Union's strategic position in Asia.[549] On 8 August, in between the U.S. atomic bombings of Hiroshima and Nagasaki, the Soviet army invaded Japanese-occupied Manchuria and defeated the Kwantung Army.[550] These events led to the Japanese surrender and the war's end.[551] Soviet forces continued to expand until they occupied all their territorial concessions, but the U.S. rebuffed Stalin's desire for the Red Army to take a role in the Allied occupation of Japan.[552]
",,,
"At the Potsdam Conference in July–August 1945, Stalin repeated previous promises that he would refrain from a ""Sovietization"" of Eastern Europe.[553] Stalin pushed for reparations from Germany without regard to the base minimum supply for German citizens' survival, which worried Harry Truman and Churchill who thought that Germany would become a financial burden for Western powers.[554] He also pushed for ""war booty"", which would permit the Soviet Union to directly seize property from conquered nations without quantitative or qualitative limitation, and a clause was added permitting this to occur with some limitations.[554] Germany was divided into four zones: Soviet, U.S., British, and French, with Berlin itself—located within the Soviet area—also subdivided thusly.[555]
",,,
"After the war, Stalin was—according to Service—at the ""apex of his career"".[556] Within the Soviet Union he was widely regarded as the embodiment of victory and patriotism.[557] His armies controlled Central and Eastern Europe up to the River Elbe.[556] In June 1945, Stalin adopted the title of Generalissimus,[558] and stood atop Lenin's Mausoleum to watch a celebratory parade led by Zhukov through Red Square.[559] At a banquet held for army commanders, he described the Russian people as ""the outstanding nation"" and ""leading force"" within the Soviet Union, the first time that he had unequivocally endorsed the Russians over other Soviet nationalities.[560] In 1946, the state published Stalin's Collected Works.[561] In 1947, it brought out a second edition of his official biography, which eulogised him to a greater extent than its predecessor.[562] He was quoted in Pravda on a daily basis and pictures of him remained pervasive on the walls of workplaces and homes.[563]
",,,
"Despite his strengthened international position, Stalin was cautious about internal dissent and desire for change among the population.[564] He was also concerned about his returning armies, who had been exposed to a wide range of consumer goods in Germany, much of which they had looted and brought back with them. In this he recalled the 1825 Decembrist Revolt by Russian soldiers returning from having defeated France in the Napoleonic Wars.[565] He ensured that returning Soviet prisoners of war went through ""filtration"" camps as they arrived in the Soviet Union, in which 2,775,700 were interrogated to determine if they were traitors. About half were then imprisoned in labour camps.[566] In the Baltic states, where there was much opposition to Soviet rule, de-kulakisation and de-clericalisation programs were initiated, resulting in 142,000 deportations between 1945 and 1949.[536] The Gulag system of forced labour camps was expanded further. By January 1953, three per cent of the Soviet population was imprisoned or in internal exile, with 2.8 million in ""special settlements"" in isolated areas and another 2.5 million in camps, penal colonies, and prisons.[567]
",,,
"The NKVD were ordered to catalogue the scale of destruction during the war.[568] It was established that 1,710 Soviet towns and 70,000 villages had been destroyed.[569] The NKVD recorded that between 26 and 27 million Soviet citizens had been killed, with millions more being wounded, malnourished, or orphaned.[570] In the war's aftermath, some of Stalin's associates suggested modifications to government policy.[571] Post-war Soviet society was more tolerant than its pre-war phase in various respects. Stalin allowed the Russian Orthodox Church to retain the churches it had opened during the war.[572] Academia and the arts were also allowed greater freedom than they had prior to 1941.[573] Recognising the need for drastic steps to be taken to combat inflation and promote economic regeneration, in December 1947 Stalin's government devalued the rouble and abolished the ration-book system.[574] Capital punishment was abolished in 1947 but re-instituted in 1950.[575]
",,,
"Stalin's health was deteriorating, and heart problems forced a two-month vacation in the latter part of 1945.[576] He grew increasingly concerned that senior political and military figures might try to oust him; he prevented any of them from becoming powerful enough to rival him and had their apartments bugged with listening devices.[577] He demoted Molotov,[578] and increasingly favoured Beria and Malenkov for key positions.[579] In 1949, he brought Nikita Khrushchev from Ukraine to Moscow, appointing him a Central Committee secretary and the head of the city's party branch.[580] In the Leningrad Affair, the city's leadership was purged amid accusations of treachery; executions of many of the accused took place in 1950.[581]
",,,
"In the post-war period there were often food shortages in Soviet cities,[582] and the USSR experienced a major famine from 1946 to 1947.[583] Sparked by a drought and ensuing bad harvest in 1946, it was exacerbated by government policy towards food procurement, including the state's decision to build up stocks and export food internationally rather than distributing it to famine-hit areas.[584] Current estimates indicate that between one million and 1.5 million people died from malnutrition or disease as a result.[585] While agricultural production stagnated, Stalin focused on a series of major infrastructure projects, including the construction of hydroelectric plants, canals, and railway lines running to the polar north.[586] Much of this was constructed by prison labour.[586]
",,,
"In the aftermath of the Second World War, the British Empire declined, leaving the U.S. and USSR as the dominant world powers.[587] Tensions among these former Allies grew,[557] resulting in the Cold War.[588] Although Stalin publicly described the British and U.S. governments as aggressive, he thought it unlikely that a war with them would be imminent, believing that several decades of peace was likely.[589] He nevertheless secretly intensified Soviet research into nuclear weaponry, intent on creating an atom bomb.[556] Still, Stalin foresaw the undesirability of a nuclear conflict, saying in 1949 that ""atomic weapons can hardly be used without spelling the end of the world.""[590] He personally took a keen interest in the development of the weapon.[591] In August 1949, the bomb was successfully tested in the deserts outside Semipalatinsk in Kazakhstan.[592] Stalin also initiated a new military build-up; the Soviet army was expanded from 2.9 million soldiers, as it stood in 1949, to 5.8 million by 1953.[593]
",,,
"The U.S. began pushing its interests on every continent, acquiring air force bases in Africa and Asia and ensuring pro-U.S. regimes took power across Latin America.[594] It launched the Marshall Plan in June 1947, with which it sought to undermine Soviet hegemony throughout Eastern Europe. The U.S. also offered financial assistance to countries as part of the Marshall Plan on the condition that they opened their markets to trade, aware that the Soviets would never agree.[595]
The Allies demanded that Stalin withdraw the Red Army from northern Iran. He initially refused, leading to an international crisis in 1946, but one year later Stalin finally relented and moved the Soviet troops out.[596] Stalin also tried to maximise Soviet influence on the world stage, unsuccessfully pushing for Libya—recently liberated from Italian occupation—to become a Soviet protectorate.[597][598] He sent Molotov as his representative to San Francisco to take part in negotiations to form the United Nations, insisting that the Soviets have a place on the Security Council.[588] In April 1949, the Western powers established the North Atlantic Treaty Organization (NATO), an international military alliance of capitalist countries.[599] Within Western countries, Stalin was increasingly portrayed as the ""most evil dictator alive"" and compared to Hitler.[600] According to his daughter, Svetlana Alliluyeva she ""remembered her father saying after [the war]: Together with the Germans we would have been invincible"" [601]
",,,
"In 1948, Stalin edited and rewrote sections of Falsifiers of History, published as a series of Pravda articles in February 1948 and then in book form. Written in response to public revelations of the 1939 Soviet alliance with Germany, it focused on blaming the Western powers for the war.[602] He also erroneously claimed that the initial German advance in the early part of the war, during Operation Barbarossa, was not a result of Soviet military weakness, but rather a deliberate Soviet strategic retreat.[603] In 1949, celebrations took place to mark Stalin's seventieth birthday (although he was 71 at the time,) at which Stalin attended an event in the Bolshoi Theatre alongside Marxist–Leninist leaders from across Europe and Asia.[604]
",,,
"After the war, Stalin sought to retain Soviet dominance across Eastern Europe while expanding its influence in Asia.[536] Cautiously regarding the responses from the Western Allies, Stalin avoided immediately installing Communist Party governments across Eastern Europe, instead initially ensuring that Marxist-Leninists were placed in coalition ministries.[598] In contrast to his approach to the Baltic states, he rejected the proposal of merging the new communist states into the Soviet Union, rather recognising them as independent nation-states.[605]
He was faced with the problem that there were few Marxists left in Eastern Europe, with most having been killed by the Nazis.[606] He demanded that war reparations be paid by Germany and its Axis allies Hungary, Romania, and the Slovak Republic.[557] Aware that these countries had been pushed toward socialism through invasion rather than by proletarian revolution, Stalin referred to them not as ""dictatorships of the proletariat"" but as ""people's democracies"", suggesting that in these countries there was a pro-socialist alliance combining the proletariat, peasantry, and lower middle-class.[607]
",,,
"Churchill observed that an ""Iron Curtain"" had been drawn across Europe, separating the east from the west.[608] In September 1947, a meeting of East European communist leaders was held in Szklarska Poręba, Poland, from which was formed Cominform to co-ordinate the Communist Parties across Eastern Europe and also in France and Italy.[609] Stalin did not personally attend the meeting, sending Zhdanov in his place.[555] Various East European communists also visited Stalin in Moscow.[610] There, he offered advice on their ideas; for instance, he cautioned against the Yugoslav idea for a Balkan Federation incorporating Bulgaria and Albania.[610] Stalin had a particularly strained relationship with Yugoslav leader Josip Broz Tito due to the latter's continued calls for a Balkan federation and for Soviet aid for the communist forces in the ongoing Greek Civil War.[611] In March 1948, Stalin launched an anti-Tito campaign, accusing the Yugoslav communists of adventurism and deviating from Marxist–Leninist doctrine.[612] At the second Cominform conference, held in Bucharest in June 1948, East European communist leaders all denounced Tito's government, accusing them of being fascists and agents of Western capitalism.[613] Stalin ordered several assassination attempts on Tito's life and even contemplated an invasion of Yugoslavia itself.[614]
",,,
"Stalin suggested that a unified, but demilitarised, German state be established, hoping that it would either come under Soviet influence or remain neutral.[615] When the U.S. and UK remained opposed to this, Stalin sought to force their hand by blockading Berlin in June 1948.[616] He gambled that the Western powers would not risk war, but they airlifted supplies into West Berlin until May 1949, when Stalin relented and ended the blockade.[599] In September 1949 the Western powers transformed Western Germany into an independent Federal Republic of Germany; in response the Soviets formed East Germany into the German Democratic Republic in October.[615] In accordance with their earlier agreements, the Western powers expected Poland to become an independent state with free democratic elections.[617] In Poland, the Soviets merged various socialist parties into the Polish United Workers' Party (PZPR), and vote rigging was used to ensure that the PZPR secured office.[612] The 1947 Hungarian elections were also rigged by Stalin, with the Hungarian Working People's Party taking control.[612] In Czechoslovakia, where the communists did have a level of popular support, they were elected the largest party in 1946.[618] Monarchy was abolished in Bulgaria and Romania.[619] Across Eastern Europe, the Soviet model was enforced, with a termination of political pluralism, agricultural collectivisation, and investment in heavy industry.[613] It was aimed at establishing economic autarky within the Eastern Bloc.[613]
",,,
"In October 1949, Chinese communist leader Mao Zedong took power in China.[620] With this accomplished, Marxist governments now controlled a third of the world's land mass.[621] Privately, Stalin revealed that he had underestimated the Chinese Communists and their ability to win the civil war, instead encouraging them to make another peace with the KMT.[622] In December 1949, Mao visited Stalin. Initially Stalin refused to repeal the Sino-Soviet Treaty of 1945, which significantly benefited the Soviet Union over China, although in January 1950 he relented and agreed to sign a new treaty between the two countries.[623] Stalin was concerned that Mao might follow Tito's example by pursuing a course independent of Soviet influence, and made it known that if displeased he would withdraw assistance from China; the Chinese desperately needed said assistance after decades of civil war.[624]
",,,
"At the end of the Second World War, the Soviet Union and the United States divided up the Korean Peninsula, formerly a Japanese colonial possession, along the 38th parallel, setting up a communist government in the north and a pro-Western, anti-communist government in the south.[625] North Korean leader Kim Il Sung visited Stalin in March 1949 and again in March 1950; he wanted to invade the south and although Stalin was initially reluctant to provide support, he eventually agreed by May 1950.[626] The North Korean Army launched the Korean War by invading South Korea in June 1950, making swift gains and capturing Seoul.[627] Both Stalin and Mao believed that a swift victory would ensue.[627] The U.S. went to the UN Security Council—which the Soviets were boycotting over its refusal to recognise Mao's government—and secured international military support for the South Koreans. U.S. led forces pushed the North Koreans back.[628] Stalin wanted to avoid direct Soviet conflict with the U.S., convincing the Chinese to aid the North.[629]
",,,
"The Soviet Union was one of the first nations to extend diplomatic recognition to the newly created state of Israel in 1948, in hopes of obtaining an ally in the Middle East.[630] When the Israeli ambassador Golda Meir arrived in the USSR, Stalin was angered by the Jewish crowds who gathered to greet her.[631] He was further angered by Israel's growing alliance with the U.S.[632] After Stalin fell out with Israel, he launched an anti-Jewish campaign within the Soviet Union and the Eastern Bloc.[607] In November 1948, he abolished the JAC,[633] and show trials took place for some of its members.[634] The Soviet press engaged in vituperative attacks on Zionism, Jewish culture, and ""rootless cosmopolitanism"",[635] with growing levels of anti-Semitism being expressed across Soviet society.[636] Stalin's increasing tolerance of anti-Semitism may have stemmed from his increasing Russian nationalism or from the recognition that anti-Semitism had proved a useful mobilising tool for Hitler and that he could do the same;[637] he may have increasingly viewed the Jewish people as a ""counter-revolutionary"" nation whose members were loyal to the U.S.[638] There were rumours, although they have never been substantiated, that Stalin was planning on deporting all Soviet Jews to the Jewish Autonomous Region in Birobidzhan, eastern Siberia.[639]
",,,
"In his later years, Stalin was in poor health.[640] He took increasingly long holidays; in 1950 and again in 1951 he spent almost five months on holiday at his Abkhazian dacha.[641] Stalin nevertheless mistrusted his doctors; in January 1952 he had one imprisoned after they suggested that he should retire to improve his health.[640] In September 1952, several Kremlin doctors were arrested for allegedly plotting to kill senior politicians in what came to be known as the doctors' plot; the majority of the accused were Jewish.[642] He instructed the arrested doctors to be tortured to ensure confession.[643] In November, the Slánský trial took place in Czechoslovakia as 13 senior Communist Party figures, 11 of them Jewish, were accused and convicted of being part of a vast Zionist-American conspiracy to subvert Eastern Bloc governments.[644] That same month, a much publicised trial of accused Jewish industrial wreckers took place in Ukraine.[645] In 1951, he initiated the Mingrelian affair, a purge of the Georgian branch of the Communist Party which resulted in over 11,000 deportations.[646]
",,,
"From 1946 until his death, Stalin only gave three public speeches, two of which lasted only a few minutes.[647] The amount of written material that he produced also declined.[647] In 1950, Stalin issued the article ""Marxism and Problems of Linguistics"", which reflected his interest in questions of Russian nationhood.[648]
In 1952, Stalin's last book, Economic Problems of Socialism in the USSR, was published. It sought to provide a guide to leading the country after his death.[649] In October 1952, Stalin gave an hour and a half speech at the Central Committee plenum.[650] There, he emphasised what he regarded as leadership qualities necessary in the future and highlighted the weaknesses of various potential successors, particularly Molotov and Mikoyan.[651] In 1952, he also eliminated the Politburo and replaced it with a larger version which he called the Presidium.[652]
",,,
"On 1 March 1953, Stalin's staff found him semi-conscious on the bedroom floor of his Kuntsevo Dacha.[653] He had suffered a cerebral haemorrhage.[654] He was moved onto a couch and remained there for three days.[655] He was hand-fed using a spoon, given various medicines and injections, and leeches were applied to him.[654] Stalin died on 5 March 1953.[656] According to Svetlana, it had been ""a difficult and terrible death"".[657] An autopsy revealed that he had died of a cerebral haemorrhage and that his cerebral arteries were severely damaged by atherosclerosis.[658] It has been conjectured that Stalin was murdered;[659] Beria has been suspected of murdering him, but no firm evidence has appeared.[654] According to a report published in The New York Times, Stalin was poisoned with warfarin by his own Politburo members.[660]
",,,
"Stalin's death was announced on 6 March.[661] His body was embalmed,[662] and then displayed in Moscow's House of Unions for three days.[663] The crowds of people coming to view the body were so large and disorganised that many people were killed in a crowd crush.[664] At the funeral on 9 March, Stalin's body was laid to rest in Lenin's Mausoleum in Red Square; hundreds of thousands attended.[665] That month featured a surge in arrests for ""anti-Soviet agitation"", as those celebrating Stalin's death came to police attention.[666] The Chinese government instituted a period of official mourning for Stalin's death.[667] A memorial service in his honour was also held at St George the Martyr, Holborn in London.[668]
",,,
"Stalin left neither a designated successor nor a framework within which a peaceful transfer of power could take place.[669] The Central Committee met on the day of his death, after which Malenkov, Beria, and Khrushchev emerged as the party's dominant figures.[670] The system of collective leadership was restored, and measures introduced to prevent any one member from attaining autocratic domination.[671] The collective leadership included eight senior members of the Presidium of the Central Committee of the Communist Party of the Soviet Union.[672] Reforms to the Soviet system were immediately implemented.[673] Economic reform scaled back the mass construction projects, placed a new emphasis on house building, and eased the levels of taxation on the peasantry to stimulate production.[674] The new leaders sought rapprochement with Yugoslavia and a less hostile relationship with the U.S.,[675] pursuing a negotiated end to the Korean War in July 1953.[676] The doctors who had been imprisoned were released and the anti-Semitic purges ceased.[677] A mass amnesty for certain categories of convicts was issued, halving the country's inmate population, while the state security and Gulag systems were reformed, with torture being banned in April 1953.[674]
",,,
"Stalin claimed to have embraced Marxism at the age of fifteen,[678] and it served as the guiding philosophy throughout his adult life;[679] according to Kotkin, Stalin held ""zealous Marxist convictions"",[680] while Montefiore suggested that Marxism held a ""quasi-religious"" value for Stalin.[681] Although he never became a Georgian nationalist,[682] during his early life elements from Georgian nationalist thought blended with Marxism in his outlook.[683] The historian Alfred J. Rieber noted that he had been raised in ""a society where rebellion was deeply rooted in folklore and popular rituals"".[682] Stalin believed in the need to adapt Marxism to changing circumstances; in 1917, he declared that ""there is dogmatic Marxism and there is creative Marxism. I stand on the ground of the latter"".[684] Volkogonov believed that Stalin's Marxism was shaped by his ""dogmatic turn of mind"", suggesting that this had been instilled in the Soviet leader during his education in religious institutions.[685] According to scholar Robert Service, Stalin's ""few innovations in ideology were crude, dubious developments of Marxism"".[679] Some of these derived from political expediency rather than any sincere intellectual commitment;[679] Stalin would often turn to ideology post hoc to justify his decisions.[686] Stalin referred to himself as a praktik, meaning that he was more of a practical revolutionary than a theoretician.[687]
",,,
"As a Marxist and an anti-capitalist, Stalin believed in an inevitable ""class war"" between the world's proletariat and bourgeoisie.[688] He believed that the working classes would prove successful in this struggle and would establish a dictatorship of the proletariat,[689] regarding the Soviet Union as an example of such a state.[690] He also believed that this proletarian state would need to introduce repressive measures against foreign and domestic ""enemies"" to ensure the full crushing of the propertied classes,[691] and thus the class war would intensify with the advance of socialism.[692] As a propaganda tool, the shaming of ""enemies"" explained all inadequate economic and political outcomes, the hardships endured by the populace, and military failures.[693] The new state would then be able to ensure that all citizens had access to work, food, shelter, healthcare, and education, with the wastefulness of capitalism eliminated by a new, standardised economic system.[694] According to Sandle, Stalin was ""committed to the creation of a society that was industrialised, collectivised, centrally planned and technologically advanced.""[695]
",,,
"Stalin adhered to the Leninist variant of Marxism.[696] In his book, Foundations of Leninism, he stated that ""Leninism is the Marxism of the epoch of imperialism and of the proletarian revolution"".[697] He claimed to be a loyal Leninist,[698] although was—according to Service—""not a blindly obedient Leninist"".[694] Stalin respected Lenin, but not uncritically,[699] and spoke out when he believed that Lenin was wrong.[694] During the period of his revolutionary activity, Stalin regarded some of Lenin's views and actions as being the self-indulgent activities of a spoiled émigré, deeming them counterproductive for those Bolshevik activists based within the Russian Empire itself.[700] After the October Revolution, they continued to have differences. Whereas Lenin believed that all countries across Europe and Asia would readily unite as a single state following proletariat revolution, Stalin argued that national pride would prevent this, and that different socialist states would have to be formed; in his view, a country like Germany would not readily submit to being part of a Russian-dominated federal state.[701] Khlevniuk nevertheless believed that the pair developed a ""strong bond"" over the years,[702] while Kotkin suggested that Stalin's friendship with Lenin was ""the single most important relationship in Stalin's life"".[703] After Lenin's death, Stalin relied heavily on Lenin's writings—far more so than those of Marx and Engels—to guide him in the affairs of state.[704] Stalin adopted the Leninist view on the need for a revolutionary vanguard who could lead the proletariat rather than being led by them.[689] Leading this vanguard, he believed that the Soviet peoples needed a strong, central figure—akin to a Tsar—whom they could rally around.[705] In his words, ""the people need a Tsar, whom they can worship and for whom they can live and work"".[706] He read about, and admired, two Tsars in particular: Ivan the Terrible and Peter the Great.[707] In the personality cult constructed around him, he was known as the vozhd, an equivalent to the Italian duce and German führer.[708]
",,,
"Stalinism was a development of Leninism,[709] and while Stalin avoided using the term ""Marxism-Leninism-Stalinism"", he allowed others to do so.[710] Following Lenin's death, Stalin contributed to the theoretical debates within the Communist Party, namely by developing the idea of ""Socialism in One Country"". This concept was intricately linked to factional struggles within the party, particularly against Trotsky.[711] He first developed the idea in December 1924 and elaborated upon in his writings of 1925–26.[712] Stalin's doctrine held that socialism could be completed in Russia but that its final victory could not be guaranteed because of the threat from capitalist intervention. For this reason, he retained the Leninist view that world revolution was still a necessity to ensure the ultimate victory of socialism.[712] Although retaining the Marxist belief that the state would wither away as socialism transformed into pure communism, he believed that the Soviet state would remain until the final defeat of international capitalism.[713] This concept synthesised Marxist and Leninist ideas with nationalist ideals,[695] and served to discredit Trotsky—who promoted the idea of ""permanent revolution""—by presenting the latter as a defeatist with little faith in Russian workers' abilities to construct socialism.[714]
",,,
"Stalin viewed nations as contingent entities which were formed by capitalism and could merge into others.[715] Ultimately, he believed that all nations would merge into a single, global human community,[715] and regarded all nations as inherently equal.[716] In his work, he stated that ""the right of secession"" should be offered to the ethnic minorities of the Russian Empire, but that they should not be encouraged to take that option.[717] He was of the view that if they became fully autonomous, then they would end up being controlled by the most reactionary elements of their community; as an example, he cited the largely illiterate Tatars, whom he claimed would end up dominated by their mullahs.[717] Stalin argued that the Jews possessed a ""national character"" but were not a ""nation"" and were thus unassimilable. He argued that Jewish nationalism, particularly Zionism, was hostile to socialism.[718] According to Khlevniuk, Stalin reconciled Marxism with great-power imperialism and therefore expansion of the empire makes him a worthy to the Russian tsars.[693] Service argued that Stalin's Marxism was imbued with a great deal of Russian nationalism.[679] According to Montefiore, Stalin's embrace of the Russian nation was pragmatic, as the Russians were the core of the population of the USSR; it was not a rejection of his Georgian origins.[719] Stalin's push for Soviet westward expansion into eastern Europe resulted in accusations of Russian imperialism.[720]
",,,
"Ethnically Georgian,[721] Stalin grew up speaking the Georgian language,[722] and did not begin learning Russian until the age of eight or nine.[723] It has been argued that his ancestry was Ossetian, because his genetic haplotype (G2a-Z6653) is considered typical of the Ossetians, but he never acknowledged an Ossetian identity.[724] He remained proud of his Georgian identity,[725] and throughout his life retained a heavy Georgian accent when speaking Russian.[726] According to Montefiore, despite Stalin's affinity for Russia and Russians, he remained profoundly Georgian in his lifestyle and personality.[727] Some of Stalin's colleagues described him as ""Asiatic"", and he supposedly once told a Japanese journalist that ""I am not a European man, but an Asian, a Russified Georgian"".[728] Service also noted that Stalin ""would never be Russian"", could not credibly pass as one, and never tried to pretend that he was.[729] Montefiore was of the view that ""after 1917, [Stalin] became quadri-national: Georgian by nationality, Russian by loyalty, internationalist by ideology, Soviet by citizenship.""[730]
",,,
"Stalin had a soft voice,[731] and when speaking Russian did so slowly, carefully choosing his phrasing.[721] In private he often used coarse language and profanity, although avoided doing so in public.[732] Described as a poor orator,[733] according to Volkogonov, Stalin's speaking style was ""simple and clear, without flights of fancy, catchy phrases or platform histrionics"".[734] He rarely spoke before large audiences and preferred to express himself in written form.[735] His writing style was similar, being characterised by its simplicity, clarity, and conciseness.[736] Throughout his life, he used various nicknames and pseudonyms, including ""Koba"", ""Soselo"", and ""Ivanov"",[737] adopting ""Stalin"" in 1912; it was based on the Russian word for ""steel"" and has often been translated as ""Man of Steel"".[144]
",,,
"In adulthood, Stalin measured 1.70 m (5 feet 7 inches).[738][739] His mustached face was pock-marked from smallpox during childhood; this was airbrushed from published photographs.[740] He was born with a webbed left foot, and his left arm had been permanently injured in childhood which left it shorter than his right and lacking in flexibility,[741] which was probably the result of being hit, at the age of 12, by a horse-drawn carriage.[742]
",,,
"During his youth, Stalin cultivated a scruffy appearance in rejection of middle-class aesthetic values.[743] By 1907, he grew his hair long and often wore a beard; for clothing, he often wore a traditional Georgian chokha or a red satin shirt with a grey coat and black fedora.[744] From mid-1918 until his death he favoured military-style clothing, in particular long black boots, light-coloured collarless tunics, and a gun.[745] He was a lifelong smoker, who smoked both a pipe and cigarettes.[746] Publicly at least, Stalin had a minimalist lust and lived relatively plainly, with simple and inexpensive clothing and furniture;[747] his dominant interest was the accumulation of power.[748] Stalin founded the Outfit, a criminal gang that were involved with armed robberies, racketeering, assassinations, arms procurement and child couriering.[749]
",,,
"As leader of the Soviet Union, Stalin typically awoke around 11 am,[750] with lunch being served between 3 and 5 pm and dinner no earlier than 9 pm;[751] he then worked late into the evening.[752] He often dined with other Politburo members and their families.[753] As leader, he rarely left Moscow unless to go to one of his dachas for holiday;[754] he disliked travel,[755] and refused to travel by plane.[756] His choice of favoured holiday house changed over the years,[757] although he holidayed in southern parts of the USSR every year from 1925 to 1936 and again from 1945 to 1951.[758] Along with other senior figures, he had a dacha at Zubalova, 35 km outside Moscow,[759] although ceased using it after Nadezhda's 1932 suicide.[760] After 1932, he favoured holidays in Abkhazia, being a friend of its leader, Nestor Lakoba.[761] In 1934, his new Kuntsevo Dacha was built; 9 km from the Kremlin, it became his primary residence.[762] In 1935, he began using a new dacha provided for him by Lakoba at Novy Afon;[763] in 1936, he had the Kholodnaya Rechka dacha built on the Abkhazian coast, designed by Miron Merzhanov.[764]
",,,
"Trotsky and several other Soviet figures promoted the idea that Stalin was a mediocrity.[765] This gained widespread acceptance outside the Soviet Union during his lifetime but was misleading.[766] According to Montefiore, ""it is clear from hostile and friendly witnesses alike that Stalin was always exceptional, even from childhood"".[766] Stalin had a complex mind,[767] great self-control,[768] and an excellent memory.[769] He was a hard worker,[770] and displayed a keen desire to learn;[771] when in power, he scrutinised many details of Soviet life, from film scripts to architectural plans and military hardware.[772] According to Volkogonov, ""Stalin's private life and working life were one and the same""; he did not take days off from political activities.[773] Although, Bazhanov described Stalin as having little education and making limited contributions to various matters of state which were discussed at Politburo sessions.[774] Similarly, historian Robert William Davies viewed Stalin as being liable to fall under the sway of persuasive charlatans such as the pseudo-scientific, agronomist Trofim Lysenko due in part to his lack of education.[775] According to Lenin's sister, Maria Ilyinichna Ulyanova, Lenin stated that ""Stalin is not intelligent at all"",[776] but ""valued Stalin as a practical type"".[777]
",,,
"Stalin could play different roles to different audiences,[778] and was adept at deception, often deceiving others as to his true motives and aims.[779] According to Bolshevik historian, Vladimir Nevsky, Stalin was appointed the General Secretary because he used false rumours to convince Lenin that the party faced a split. Nevsky also claimed that Lenin would later deeply regret trusting Stalin and strove to correct this mistake with his ""Testament"".[780] Several historians have seen it as appropriate to follow Lazar Kaganovich's description of there being ""several Stalins"" as a means of understanding his multi-faceted personality.[781] He was a good organiser,[782] with a strategic mind,[783] and judged others according to their inner strength, practicality, and cleverness.[784] He acknowledged that he could be rude and insulting,[785] but he rarely raised his voice in anger;[786] as his health deteriorated in later life he became increasingly unpredictable and bad-tempered.[787] Despite his tough-talking attitude, he could be very charming;[788] when relaxed, he cracked jokes and mimicked others.[771] Montefiore suggested that this charm was ""the foundation of Stalin's power in the Party"".[789] According to Service he was ""decisive, competent, confident, and ambitious"".[293]
",,,
